application_id,candidate_id,role_id,status,applied_at,updated_at
10902,10149,6,test_completed,2025-10-10T18:29:00.082144,2025-10-10T18:29:00.082144
10903,10150,6,eligible,2025-11-21T16:29:00.082144,2025-11-21T16:29:00.082144
10904,10151,6,eligible,2025-11-17T08:54:00.082144,2025-11-17T08:54:00.082144
10905,10152,6,test_completed,2025-09-25T10:28:00.082144,2025-09-25T10:28:00.082144
10906,10153,6,test_completed,2025-09-29T14:56:00.082144,2025-09-29T14:56:00.082144
10907,10154,6,test_completed,2025-11-21T15:55:00.082144,2025-11-21T15:55:00.082144
10908,10155,6,test_completed,2025-11-17T18:16:00.082144,2025-11-17T18:16:00.082144
10909,10156,6,test_completed,2025-11-22T14:43:00.082144,2025-11-22T14:43:00.082144
10910,10157,6,eligible,2025-11-17T15:53:00.082144,2025-11-17T15:53:00.082144
10911,10158,6,test_completed,2025-10-01T10:33:00.082144,2025-10-01T10:33:00.082144
10912,10159,6,not_eligible,2025-11-20T17:35:00.082144,2025-11-20T17:35:00.082144
10913,10160,6,test_completed,2025-11-18T18:50:00.082144,2025-11-18T18:50:00.082144
10914,10161,6,test_completed,2025-11-19T09:54:00.082144,2025-11-19T09:54:00.082144
10915,10162,6,test_completed,2025-10-01T12:10:00.082144,2025-10-01T12:10:00.082144
10916,10163,6,eligible,2025-11-23T10:07:00.082144,2025-11-23T10:07:00.082144
10917,10164,6,test_completed,2025-10-02T18:33:00.082144,2025-10-02T18:33:00.082144
10918,10165,6,test_completed,2025-09-25T14:34:00.082144,2025-09-25T14:34:00.082144
10919,10166,6,eligible,2025-11-20T14:39:00.082144,2025-11-20T14:39:00.082144
10920,10167,6,test_completed,2025-09-28T17:44:00.082144,2025-09-28T17:44:00.082144
10921,10168,6,test_completed,2025-09-29T14:54:00.082144,2025-09-29T14:54:00.082144
10922,10169,6,test_completed,2025-10-09T09:37:00.082144,2025-10-09T09:37:00.082144
10923,10170,6,test_completed,2025-09-26T11:31:00.082144,2025-09-26T11:31:00.082144
10924,10171,6,test_completed,2025-10-01T16:36:00.082144,2025-10-01T16:36:00.082144
10925,10172,6,not_eligible,2025-11-17T16:40:00.082144,2025-11-17T16:40:00.082144
10926,10173,6,eligible,2025-11-23T15:45:00.082144,2025-11-23T15:45:00.082144
10927,10174,6,test_completed,2025-10-03T09:04:00.082144,2025-10-03T09:04:00.082144
10928,10175,6,eligible,2025-09-27T15:49:00.082144,2025-09-27T15:49:00.082144
10929,10176,6,test_completed,2025-10-11T09:37:00.082144,2025-10-11T09:37:00.082144
10930,10177,6,eligible,2025-10-07T17:49:00.082144,2025-10-07T17:49:00.082144
10931,10178,6,test_completed,2025-10-10T08:28:00.082144,2025-10-10T08:28:00.082144
10932,10179,7,test_completed,2025-10-27T09:45:00.082149,2025-10-27T09:45:00.082149
10933,10180,7,eligible,2025-10-15T16:15:00.082149,2025-10-15T16:15:00.082149
10934,10181,7,not_eligible,2025-10-19T12:16:00.082149,2025-10-19T12:16:00.082149
10935,10182,7,eligible,2025-11-23T09:50:00.082149,2025-11-23T09:50:00.082149
10936,10183,7,test_completed,2025-11-03T11:52:00.082149,2025-11-03T11:52:00.082149
10937,10184,7,test_completed,2025-10-16T14:04:00.082149,2025-10-16T14:04:00.082149
10938,10185,7,not_eligible,2025-10-17T18:48:00.082149,2025-10-17T18:48:00.082149
10939,10186,7,test_completed,2025-10-30T18:58:00.082149,2025-10-30T18:58:00.082149
10940,10187,7,test_completed,2025-10-22T08:17:00.082149,2025-10-22T08:17:00.082149
10941,10188,7,test_completed,2025-10-20T12:36:00.082149,2025-10-20T12:36:00.082149
10942,10189,7,test_completed,2025-10-23T16:46:00.082149,2025-10-23T16:46:00.082149
10943,10190,7,eligible,2025-11-22T08:13:00.082149,2025-11-22T08:13:00.082149
10944,10191,7,test_completed,2025-11-23T16:58:00.082149,2025-11-23T16:58:00.082149
10945,10192,7,test_completed,2025-10-17T17:05:00.082149,2025-10-17T17:05:00.082149
10946,10193,7,eligible,2025-10-25T12:16:00.082149,2025-10-25T12:16:00.082149
10947,10194,7,test_completed,2025-10-17T16:10:00.082149,2025-10-17T16:10:00.082149
10948,10195,7,test_completed,2025-10-17T17:14:00.082149,2025-10-17T17:14:00.082149
10949,10196,7,eligible,2025-11-23T14:16:00.082149,2025-11-23T14:16:00.082149
10950,10197,7,test_completed,2025-11-23T18:31:00.082149,2025-11-23T18:31:00.082149
10951,10198,7,test_completed,2025-10-17T12:28:00.082149,2025-10-17T12:28:00.082149
10952,10199,7,eligible,2025-10-19T09:33:00.082149,2025-10-19T09:33:00.082149
10953,10200,7,test_completed,2025-11-02T15:59:00.082149,2025-11-02T15:59:00.082149
10954,10201,7,eligible,2025-10-16T10:38:00.082149,2025-10-16T10:38:00.082149
10955,10202,7,eligible,2025-10-15T18:41:00.082149,2025-10-15T18:41:00.082149
10956,10203,7,test_completed,2025-11-01T12:38:00.082149,2025-11-01T12:38:00.082149
10957,10204,7,test_completed,2025-10-26T18:05:00.082149,2025-10-26T18:05:00.082149
10958,10205,7,test_completed,2025-11-03T16:46:00.082149,2025-11-03T16:46:00.082149
10959,10206,7,test_completed,2025-10-27T15:14:00.082149,2025-10-27T15:14:00.082149
10960,10207,7,test_completed,2025-11-17T14:35:00.082149,2025-11-17T14:35:00.082149
10961,10208,7,test_completed,2025-10-17T08:02:00.082149,2025-10-17T08:02:00.082149
10962,10209,7,test_completed,2025-10-19T13:20:00.082149,2025-10-19T13:20:00.082149
10963,10210,7,test_completed,2025-10-18T08:27:00.082149,2025-10-18T08:27:00.082149
10964,10211,7,test_completed,2025-10-20T17:37:00.082149,2025-10-20T17:37:00.082149
10965,10212,7,test_completed,2025-11-19T16:06:00.082149,2025-11-19T16:06:00.082149
10966,10213,7,test_completed,2025-10-15T10:04:00.082149,2025-10-15T10:04:00.082149
10967,10214,8,test_completed,2025-11-07T18:22:00.082154,2025-11-07T18:22:00.082154
10968,10215,8,eligible,2025-11-06T13:25:00.082154,2025-11-06T13:25:00.082154
10969,10216,8,test_completed,2025-11-10T08:19:00.082154,2025-11-10T08:19:00.082154
10970,10217,8,test_completed,2025-11-05T13:16:00.082154,2025-11-05T13:16:00.082154
10971,10218,8,test_completed,2025-11-05T13:15:00.082154,2025-11-05T13:15:00.082154
10972,10219,8,not_eligible,2025-11-19T11:57:00.082154,2025-11-19T11:57:00.082154
10973,10220,8,test_completed,2025-10-23T13:58:00.082154,2025-10-23T13:58:00.082154
10974,10221,8,test_completed,2025-11-16T18:15:00.082154,2025-11-16T18:15:00.082154
10975,10222,8,not_eligible,2025-10-27T16:05:00.082154,2025-10-27T16:05:00.082154
10976,10223,8,test_completed,2025-10-23T17:32:00.082154,2025-10-23T17:32:00.082154
10977,10224,8,test_completed,2025-11-19T16:05:00.082154,2025-11-19T16:05:00.082154
10978,10225,8,test_completed,2025-11-22T10:33:00.082154,2025-11-22T10:33:00.082154
10979,10226,8,test_completed,2025-10-27T17:36:00.082154,2025-10-27T17:36:00.082154
10980,10227,8,test_completed,2025-11-06T12:10:00.082154,2025-11-06T12:10:00.082154
10981,10228,8,test_completed,2025-11-20T08:09:00.082154,2025-11-20T08:09:00.082154
10982,10229,8,test_completed,2025-11-16T11:39:00.082154,2025-11-16T11:39:00.082154
10983,10230,8,test_completed,2025-11-08T14:39:00.082154,2025-11-08T14:39:00.082154
10984,10231,8,test_completed,2025-10-22T14:23:00.082154,2025-10-22T14:23:00.082154
10985,10232,8,test_completed,2025-11-01T09:29:00.082154,2025-11-01T09:29:00.082154
10986,10233,8,test_completed,2025-10-22T10:34:00.082154,2025-10-22T10:34:00.082154
10987,10234,8,not_eligible,2025-10-24T10:39:00.082154,2025-10-24T10:39:00.082154
10988,10235,8,test_completed,2025-10-27T13:53:00.082154,2025-10-27T13:53:00.082154
10989,10236,8,test_completed,2025-11-17T18:18:00.082154,2025-11-17T18:18:00.082154
10990,10237,8,eligible,2025-11-09T18:38:00.082154,2025-11-09T18:38:00.082154
10991,10238,8,test_completed,2025-11-09T15:14:00.082154,2025-11-09T15:14:00.082154
10992,10239,8,test_completed,2025-10-25T08:39:00.082154,2025-10-25T08:39:00.082154
10993,10240,8,not_eligible,2025-11-11T09:46:00.082154,2025-11-11T09:46:00.082154
10994,10241,8,test_completed,2025-10-30T11:58:00.082154,2025-10-30T11:58:00.082154
10995,10242,8,test_completed,2025-10-22T17:59:00.082154,2025-10-22T17:59:00.082154
10996,10243,8,test_completed,2025-11-17T18:56:00.082154,2025-11-17T18:56:00.082154
10997,10244,8,not_eligible,2025-10-29T16:33:00.082154,2025-10-29T16:33:00.082154
10998,10245,8,eligible,2025-11-23T18:11:00.082154,2025-11-23T18:11:00.082154
10999,10246,8,eligible,2025-10-25T09:21:00.082154,2025-10-25T09:21:00.082154
11000,10247,8,test_completed,2025-10-28T14:37:00.082154,2025-10-28T14:37:00.082154
11001,10248,8,eligible,2025-11-19T08:01:00.082154,2025-11-19T08:01:00.082154
11002,10249,9,test_completed,2025-11-17T15:55:00.082159,2025-11-17T15:55:00.082159
11003,10250,9,test_completed,2025-11-23T16:57:00.082159,2025-11-23T16:57:00.082159
11004,10251,9,test_completed,2025-10-10T12:30:00.082159,2025-10-10T12:30:00.082159
11005,10252,9,test_completed,2025-10-01T09:06:00.082159,2025-10-01T09:06:00.082159
11006,10253,9,test_completed,2025-10-03T14:06:00.082159,2025-10-03T14:06:00.082159
11007,10254,9,test_completed,2025-11-17T13:04:00.082159,2025-11-17T13:04:00.082159
11008,10255,9,test_completed,2025-11-17T15:55:00.082159,2025-11-17T15:55:00.082159
11009,10256,9,test_completed,2025-10-06T12:56:00.082159,2025-10-06T12:56:00.082159
11010,10257,9,test_completed,2025-11-20T09:02:00.082159,2025-11-20T09:02:00.082159
11011,10258,9,test_completed,2025-10-07T18:17:00.082159,2025-10-07T18:17:00.082159
11012,10259,9,test_completed,2025-10-04T10:12:00.082159,2025-10-04T10:12:00.082159
11013,10260,9,not_eligible,2025-10-14T16:03:00.082159,2025-10-14T16:03:00.082159
11014,10261,9,test_completed,2025-11-20T14:36:00.082159,2025-11-20T14:36:00.082159
11015,10262,9,test_completed,2025-10-05T10:43:00.082159,2025-10-05T10:43:00.082159
11016,10263,9,eligible,2025-10-05T15:54:00.082159,2025-10-05T15:54:00.082159
11017,10264,9,test_completed,2025-10-02T17:34:00.082159,2025-10-02T17:34:00.082159
11018,10265,9,test_completed,2025-10-05T12:55:00.082159,2025-10-05T12:55:00.082159
11019,10266,9,eligible,2025-10-09T16:58:00.082159,2025-10-09T16:58:00.082159
11020,10267,9,eligible,2025-11-23T08:01:00.082159,2025-11-23T08:01:00.082159
11021,10268,9,test_completed,2025-10-07T13:10:00.082159,2025-10-07T13:10:00.082159
11022,10269,9,test_completed,2025-11-21T14:26:00.082159,2025-11-21T14:26:00.082159
11023,10270,9,not_eligible,2025-10-05T10:36:00.082159,2025-10-05T10:36:00.082159
11024,10271,9,test_completed,2025-10-20T13:31:00.082159,2025-10-20T13:31:00.082159
11025,10272,9,test_completed,2025-10-15T17:54:00.082159,2025-10-15T17:54:00.082159
11026,10273,9,test_completed,2025-10-19T09:21:00.082159,2025-10-19T09:21:00.082159
11027,10274,9,test_completed,2025-10-16T16:11:00.082159,2025-10-16T16:11:00.082159
11028,10275,9,test_completed,2025-10-02T13:48:00.082159,2025-10-02T13:48:00.082159
11029,10276,9,test_completed,2025-10-07T08:49:00.082159,2025-10-07T08:49:00.082159
11030,10277,9,eligible,2025-10-05T08:55:00.082159,2025-10-05T08:55:00.082159
11031,10278,9,test_completed,2025-11-22T16:54:00.082159,2025-11-22T16:54:00.082159
11032,10279,10,test_completed,2025-10-10T15:51:00.082165,2025-10-10T15:51:00.082165
11033,10280,10,test_completed,2025-10-08T14:01:00.082165,2025-10-08T14:01:00.082165
11034,10281,10,test_completed,2025-10-22T15:26:00.082165,2025-10-22T15:26:00.082165
11035,10282,10,test_completed,2025-10-11T09:21:00.082165,2025-10-11T09:21:00.082165
11036,10283,10,test_completed,2025-10-11T17:26:00.082165,2025-10-11T17:26:00.082165
11037,10284,10,test_completed,2025-11-21T18:27:00.082165,2025-11-21T18:27:00.082165
11038,10285,10,test_completed,2025-10-26T17:54:00.082165,2025-10-26T17:54:00.082165
11039,10286,10,test_completed,2025-11-18T12:38:00.082165,2025-11-18T12:38:00.082165
11040,10287,10,not_eligible,2025-10-23T14:13:00.082165,2025-10-23T14:13:00.082165
11041,10288,10,eligible,2025-10-21T12:27:00.082165,2025-10-21T12:27:00.082165
11042,10289,10,test_completed,2025-10-20T14:36:00.082165,2025-10-20T14:36:00.082165
11043,10290,10,test_completed,2025-10-08T16:01:00.082165,2025-10-08T16:01:00.082165
11044,10291,10,test_completed,2025-10-26T18:12:00.082165,2025-10-26T18:12:00.082165
11045,10292,10,test_completed,2025-10-23T11:08:00.082165,2025-10-23T11:08:00.082165
11046,10293,10,eligible,2025-10-20T14:52:00.082165,2025-10-20T14:52:00.082165
11047,10294,10,test_completed,2025-10-12T12:47:00.082165,2025-10-12T12:47:00.082165
11048,10295,10,test_completed,2025-10-08T15:27:00.082165,2025-10-08T15:27:00.082165
11049,10296,10,test_completed,2025-10-14T15:06:00.082165,2025-10-14T15:06:00.082165
11050,10297,10,test_completed,2025-10-08T10:27:00.082165,2025-10-08T10:27:00.082165
11051,10298,10,test_completed,2025-11-18T18:09:00.082165,2025-11-18T18:09:00.082165
11052,10299,10,test_completed,2025-11-16T15:29:00.082165,2025-11-16T15:29:00.082165
11053,10300,10,test_completed,2025-10-12T14:10:00.082165,2025-10-12T14:10:00.082165
11054,10301,10,eligible,2025-10-07T15:01:00.082165,2025-10-07T15:01:00.082165
11055,10302,10,test_completed,2025-10-07T11:15:00.082165,2025-10-07T11:15:00.082165
11056,10303,10,test_completed,2025-11-21T17:17:00.082165,2025-11-21T17:17:00.082165
11057,10304,10,eligible,2025-10-13T15:40:00.082165,2025-10-13T15:40:00.082165
11058,10305,10,not_eligible,2025-10-13T13:07:00.082165,2025-10-13T13:07:00.082165
11059,10306,10,test_completed,2025-10-07T16:18:00.082165,2025-10-07T16:18:00.082165
11060,10307,10,test_completed,2025-10-13T14:23:00.082165,2025-10-13T14:23:00.082165
11061,10308,10,test_completed,2025-10-15T17:15:00.082165,2025-10-15T17:15:00.082165
11062,10309,10,eligible,2025-10-11T08:27:00.082165,2025-10-11T08:27:00.082165
11063,10310,10,test_completed,2025-10-12T17:09:00.082165,2025-10-12T17:09:00.082165
11064,10311,10,test_completed,2025-11-18T08:34:00.082165,2025-11-18T08:34:00.082165
11065,10312,10,test_completed,2025-10-11T12:07:00.082165,2025-10-11T12:07:00.082165
11066,10313,10,eligible,2025-10-08T12:30:00.082165,2025-10-08T12:30:00.082165
11067,10314,10,eligible,2025-10-08T12:34:00.082165,2025-10-08T12:34:00.082165
11068,10315,10,test_completed,2025-10-08T11:55:00.082165,2025-10-08T11:55:00.082165
11069,10316,10,test_completed,2025-10-27T13:04:00.082165,2025-10-27T13:04:00.082165
11070,10317,10,test_completed,2025-10-19T10:41:00.082165,2025-10-19T10:41:00.082165
11071,10318,10,test_completed,2025-10-11T18:36:00.082165,2025-10-11T18:36:00.082165
11072,10319,10,test_completed,2025-10-09T09:56:00.082165,2025-10-09T09:56:00.082165
11073,10320,10,test_completed,2025-10-24T09:54:00.082165,2025-10-24T09:54:00.082165
11074,10321,10,test_completed,2025-11-19T09:37:00.082165,2025-11-19T09:37:00.082165
11075,10322,10,test_completed,2025-10-19T11:58:00.082165,2025-10-19T11:58:00.082165
11076,10323,10,test_completed,2025-11-17T16:13:00.082165,2025-11-17T16:13:00.082165
11077,10324,10,test_completed,2025-11-21T13:25:00.082165,2025-11-21T13:25:00.082165
11078,10325,10,test_completed,2025-10-13T15:45:00.082165,2025-10-13T15:45:00.082165
11079,10326,10,eligible,2025-10-12T09:29:00.082165,2025-10-12T09:29:00.082165
11080,10327,10,eligible,2025-10-11T11:02:00.082165,2025-10-11T11:02:00.082165
11081,10328,10,eligible,2025-10-16T12:54:00.082165,2025-10-16T12:54:00.082165
11082,10329,11,test_completed,2025-11-23T17:14:00.082170,2025-11-23T17:14:00.082170
11083,10330,11,test_completed,2025-10-20T14:10:00.082170,2025-10-20T14:10:00.082170
11084,10331,11,test_completed,2025-11-20T18:22:00.082170,2025-11-20T18:22:00.082170
11085,10332,11,not_eligible,2025-11-16T18:16:00.082170,2025-11-16T18:16:00.082170
11086,10333,11,test_completed,2025-11-20T08:22:00.082170,2025-11-20T08:22:00.082170
11087,10334,11,eligible,2025-10-29T12:31:00.082170,2025-10-29T12:31:00.082170
11088,10335,11,test_completed,2025-11-18T16:59:00.082170,2025-11-18T16:59:00.082170
11089,10336,11,test_completed,2025-11-23T16:30:00.082170,2025-11-23T16:30:00.082170
11090,10337,11,eligible,2025-11-04T18:34:00.082170,2025-11-04T18:34:00.082170
11091,10338,11,eligible,2025-11-20T17:53:00.082170,2025-11-20T17:53:00.082170
11092,10339,11,test_completed,2025-11-05T15:02:00.082170,2025-11-05T15:02:00.082170
11093,10340,11,test_completed,2025-11-08T16:07:00.082170,2025-11-08T16:07:00.082170
11094,10341,11,not_eligible,2025-11-07T17:52:00.082170,2025-11-07T17:52:00.082170
11095,10342,11,not_eligible,2025-11-03T14:37:00.082170,2025-11-03T14:37:00.082170
11096,10343,11,not_eligible,2025-11-21T10:30:00.082170,2025-11-21T10:30:00.082170
11097,10344,11,test_completed,2025-10-20T13:52:00.082170,2025-10-20T13:52:00.082170
11098,10345,11,not_eligible,2025-11-19T16:50:00.082170,2025-11-19T16:50:00.082170
11099,10346,11,not_eligible,2025-11-23T08:59:00.082170,2025-11-23T08:59:00.082170
11100,10347,11,test_completed,2025-11-22T13:23:00.082170,2025-11-22T13:23:00.082170
11101,10348,11,test_completed,2025-10-23T12:18:00.082170,2025-10-23T12:18:00.082170
11102,10349,11,test_completed,2025-10-27T12:50:00.082170,2025-10-27T12:50:00.082170
11103,10350,11,test_completed,2025-11-03T11:16:00.082170,2025-11-03T11:16:00.082170
11104,10351,11,test_completed,2025-10-23T17:23:00.082170,2025-10-23T17:23:00.082170
11105,10352,11,test_completed,2025-10-20T17:27:00.082170,2025-10-20T17:27:00.082170
11106,10353,11,test_completed,2025-10-24T08:39:00.082170,2025-10-24T08:39:00.082170
11107,10354,11,eligible,2025-10-22T18:40:00.082170,2025-10-22T18:40:00.082170
11108,10355,11,eligible,2025-10-27T16:41:00.082170,2025-10-27T16:41:00.082170
11109,10356,11,test_completed,2025-11-02T16:59:00.082170,2025-11-02T16:59:00.082170
11110,10357,11,test_completed,2025-10-19T10:20:00.082170,2025-10-19T10:20:00.082170
11111,10358,11,test_completed,2025-11-23T16:22:00.082170,2025-11-23T16:22:00.082170
11112,10359,11,test_completed,2025-11-02T13:49:00.082170,2025-11-02T13:49:00.082170
11113,10360,11,test_completed,2025-10-21T16:43:00.082170,2025-10-21T16:43:00.082170
11114,10361,11,test_completed,2025-10-24T16:36:00.082170,2025-10-24T16:36:00.082170
11115,10362,11,eligible,2025-10-21T16:25:00.082170,2025-10-21T16:25:00.082170
11116,10363,11,eligible,2025-10-19T16:31:00.082170,2025-10-19T16:31:00.082170
11117,10364,11,test_completed,2025-10-19T16:13:00.082170,2025-10-19T16:13:00.082170
11118,10365,11,test_completed,2025-11-23T16:46:00.082170,2025-11-23T16:46:00.082170
11119,10366,11,eligible,2025-10-23T11:56:00.082170,2025-10-23T11:56:00.082170
11120,10367,11,test_completed,2025-11-22T12:04:00.082170,2025-11-22T12:04:00.082170
11121,10368,11,eligible,2025-10-20T15:19:00.082170,2025-10-20T15:19:00.082170
11122,10369,11,test_completed,2025-10-21T08:29:00.082170,2025-10-21T08:29:00.082170
11123,10370,11,eligible,2025-11-20T18:22:00.082170,2025-11-20T18:22:00.082170
11124,10371,11,test_completed,2025-10-19T12:12:00.082170,2025-10-19T12:12:00.082170
11125,10372,11,test_completed,2025-11-02T11:34:00.082170,2025-11-02T11:34:00.082170
11126,10373,11,test_completed,2025-11-05T18:05:00.082170,2025-11-05T18:05:00.082170
11127,10374,11,test_completed,2025-10-22T13:28:00.082170,2025-10-22T13:28:00.082170
11128,10375,11,test_completed,2025-10-20T13:42:00.082170,2025-10-20T13:42:00.082170
11129,10376,11,test_completed,2025-11-18T17:43:00.082170,2025-11-18T17:43:00.082170
11130,10377,11,eligible,2025-11-17T13:29:00.082170,2025-11-17T13:29:00.082170
11131,10378,11,test_completed,2025-10-23T15:09:00.082170,2025-10-23T15:09:00.082170
11132,10379,12,test_completed,2025-11-17T10:43:00.082176,2025-11-17T10:43:00.082176
11133,10380,12,test_completed,2025-10-24T12:29:00.082176,2025-10-24T12:29:00.082176
11134,10381,12,test_completed,2025-10-13T11:46:00.082176,2025-10-13T11:46:00.082176
11135,10382,12,test_completed,2025-11-17T10:43:00.082176,2025-11-17T10:43:00.082176
11136,10383,12,test_completed,2025-10-10T17:28:00.082176,2025-10-10T17:28:00.082176
11137,10384,12,test_completed,2025-11-18T15:14:00.082176,2025-11-18T15:14:00.082176
11138,10385,12,test_completed,2025-11-18T11:07:00.082176,2025-11-18T11:07:00.082176
11139,10386,12,test_completed,2025-10-22T15:38:00.082176,2025-10-22T15:38:00.082176
11140,10387,12,test_completed,2025-11-17T17:21:00.082176,2025-11-17T17:21:00.082176
11141,10388,12,test_completed,2025-10-12T14:49:00.082176,2025-10-12T14:49:00.082176
11142,10389,12,test_completed,2025-10-26T08:05:00.082176,2025-10-26T08:05:00.082176
11143,10390,12,test_completed,2025-10-08T15:49:00.082176,2025-10-08T15:49:00.082176
11144,10391,12,test_completed,2025-10-26T16:33:00.082176,2025-10-26T16:33:00.082176
11145,10392,12,test_completed,2025-11-16T09:03:00.082176,2025-11-16T09:03:00.082176
11146,10393,12,test_completed,2025-10-12T16:22:00.082176,2025-10-12T16:22:00.082176
11147,10394,12,test_completed,2025-10-24T08:18:00.082176,2025-10-24T08:18:00.082176
11148,10395,12,test_completed,2025-10-27T16:24:00.082176,2025-10-27T16:24:00.082176
11149,10396,12,eligible,2025-10-12T09:22:00.082176,2025-10-12T09:22:00.082176
11150,10397,12,test_completed,2025-10-21T15:07:00.082176,2025-10-21T15:07:00.082176
11151,10398,12,test_completed,2025-10-08T09:19:00.082176,2025-10-08T09:19:00.082176
11152,10399,12,test_completed,2025-10-26T08:26:00.082176,2025-10-26T08:26:00.082176
11153,10400,12,test_completed,2025-11-21T09:20:00.082176,2025-11-21T09:20:00.082176
11154,10401,12,test_completed,2025-10-07T08:28:00.082176,2025-10-07T08:28:00.082176
11155,10402,12,not_eligible,2025-10-21T10:23:00.082176,2025-10-21T10:23:00.082176
11156,10403,12,test_completed,2025-11-16T15:38:00.082176,2025-11-16T15:38:00.082176
11157,10404,12,test_completed,2025-10-19T12:55:00.082176,2025-10-19T12:55:00.082176
11158,10405,12,test_completed,2025-10-26T12:10:00.082176,2025-10-26T12:10:00.082176
11159,10406,12,test_completed,2025-10-07T18:06:00.082176,2025-10-07T18:06:00.082176
11160,10407,12,test_completed,2025-10-26T10:49:00.082176,2025-10-26T10:49:00.082176
11161,10408,12,not_eligible,2025-11-21T18:55:00.082176,2025-11-21T18:55:00.082176
11162,10409,12,eligible,2025-11-17T15:25:00.082176,2025-11-17T15:25:00.082176
11163,10410,12,eligible,2025-10-21T16:05:00.082176,2025-10-21T16:05:00.082176
11164,10411,12,test_completed,2025-10-09T12:24:00.082176,2025-10-09T12:24:00.082176
11165,10412,12,test_completed,2025-10-09T18:57:00.082176,2025-10-09T18:57:00.082176
11166,10413,12,eligible,2025-10-27T18:13:00.082176,2025-10-27T18:13:00.082176
11167,10414,12,test_completed,2025-10-08T10:14:00.082176,2025-10-08T10:14:00.082176
11168,10415,12,test_completed,2025-10-12T14:22:00.082176,2025-10-12T14:22:00.082176
11169,10416,12,not_eligible,2025-10-07T16:10:00.082176,2025-10-07T16:10:00.082176
11170,10417,12,test_completed,2025-11-22T18:21:00.082176,2025-11-22T18:21:00.082176
11171,10418,12,test_completed,2025-10-16T09:21:00.082176,2025-10-16T09:21:00.082176
11172,10419,13,test_completed,2025-11-17T10:54:00.082181,2025-11-17T10:54:00.082181
11173,10420,13,test_completed,2025-11-23T18:35:00.082181,2025-11-23T18:35:00.082181
11174,10421,13,test_completed,2025-10-21T10:57:00.082181,2025-10-21T10:57:00.082181
11175,10422,13,test_completed,2025-10-11T14:17:00.082181,2025-10-11T14:17:00.082181
11176,10423,13,test_completed,2025-10-12T11:55:00.082181,2025-10-12T11:55:00.082181
11177,10424,13,not_eligible,2025-10-21T10:30:00.082181,2025-10-21T10:30:00.082181
11178,10425,13,test_completed,2025-11-21T18:45:00.082181,2025-11-21T18:45:00.082181
11179,10426,13,test_completed,2025-10-10T11:37:00.082181,2025-10-10T11:37:00.082181
11180,10427,13,test_completed,2025-10-06T17:17:00.082181,2025-10-06T17:17:00.082181
11181,10428,13,test_completed,2025-10-08T14:50:00.082181,2025-10-08T14:50:00.082181
11182,10429,13,test_completed,2025-10-15T13:19:00.082181,2025-10-15T13:19:00.082181
11183,10430,13,test_completed,2025-10-12T09:36:00.082181,2025-10-12T09:36:00.082181
11184,10431,13,test_completed,2025-10-13T17:12:00.082181,2025-10-13T17:12:00.082181
11185,10432,13,eligible,2025-10-09T12:29:00.082181,2025-10-09T12:29:00.082181
11186,10433,13,test_completed,2025-10-10T08:43:00.082181,2025-10-10T08:43:00.082181
11187,10434,13,test_completed,2025-10-15T15:33:00.082181,2025-10-15T15:33:00.082181
11188,10435,13,test_completed,2025-11-19T16:05:00.082181,2025-11-19T16:05:00.082181
11189,10436,13,eligible,2025-10-10T18:02:00.082181,2025-10-10T18:02:00.082181
11190,10437,13,test_completed,2025-10-08T16:26:00.082181,2025-10-08T16:26:00.082181
11191,10438,13,test_completed,2025-10-18T16:21:00.082181,2025-10-18T16:21:00.082181
11192,10439,13,test_completed,2025-10-12T11:34:00.082181,2025-10-12T11:34:00.082181
11193,10440,13,test_completed,2025-10-10T11:17:00.082181,2025-10-10T11:17:00.082181
11194,10441,13,test_completed,2025-10-16T11:44:00.082181,2025-10-16T11:44:00.082181
11195,10442,13,eligible,2025-11-22T15:22:00.082181,2025-11-22T15:22:00.082181
11196,10443,13,test_completed,2025-10-10T08:57:00.082181,2025-10-10T08:57:00.082181
11197,10444,13,eligible,2025-10-22T12:47:00.082181,2025-10-22T12:47:00.082181
11198,10445,13,test_completed,2025-10-11T16:59:00.082181,2025-10-11T16:59:00.082181
11199,10446,13,test_completed,2025-10-24T15:59:00.082181,2025-10-24T15:59:00.082181
11200,10447,13,eligible,2025-10-15T11:59:00.082181,2025-10-15T11:59:00.082181
11201,10448,13,test_completed,2025-10-23T11:52:00.082181,2025-10-23T11:52:00.082181
11202,10449,13,eligible,2025-10-25T16:22:00.082181,2025-10-25T16:22:00.082181
11203,10450,13,test_completed,2025-10-18T12:15:00.082181,2025-10-18T12:15:00.082181
11204,10451,13,test_completed,2025-10-26T09:14:00.082181,2025-10-26T09:14:00.082181
11205,10452,13,test_completed,2025-11-23T11:04:00.082181,2025-11-23T11:04:00.082181
11206,10453,13,test_completed,2025-10-25T15:30:00.082181,2025-10-25T15:30:00.082181
11207,10454,13,test_completed,2025-11-21T17:23:00.082181,2025-11-21T17:23:00.082181
11208,10455,13,test_completed,2025-10-13T18:14:00.082181,2025-10-13T18:14:00.082181
11209,10456,13,test_completed,2025-11-19T18:26:00.082181,2025-11-19T18:26:00.082181
11210,10457,13,eligible,2025-11-16T17:52:00.082181,2025-11-16T17:52:00.082181
11211,10458,13,test_completed,2025-10-10T13:20:00.082181,2025-10-10T13:20:00.082181
11212,10459,13,test_completed,2025-11-16T18:02:00.082181,2025-11-16T18:02:00.082181
